AIANHH,STATE,COUNTY,COUSUBCE,RT,CODE,POP,VAPOP,VACIT,VACLANG,VACLEP,ILLIT,CILLIT,LEPPCT,ILLRAT,FENG5I,FENG10I,NAME1,STABRV,NAME21,RACEGP
0000,53,001,000,1,,16430,10805,8500,2230,775,215,300,912,2774,,,Adams County,WA,,TOTAL PERSONS
0000,53,001,000,2,,7755,4410,2190,1910,745,210,245,876,2819,*,,Adams County,WA,,SPANISH/HISPANIC/LATINO
0000,53,021,000,1,,49345,32325,24425,5850,2150,405,700,880,1884,,,Franklin County,WA,,TOTAL PERSONS
0000,53,021,000,2,,23155,12840,5580,4745,1840,375,530,753,2038,*,,Franklin County,WA,,SPANISH/HISPANIC/LATINO
0000,53,033,000,1,,1737035,1348000,1220300,142970,51605,3785,8940,423,733,,,King County,WA,,TOTAL PERSONS
0000,53,033,000,6,004,55340,41700,28430,20485,10535,985,1090,086,935,,#,King County,WA,,CHINESE (INCLUDING TAIWANESE)
0000,53,077,000,1,,222580,152030,129575,23485,8335,2090,3820,643,2507,,,Yakima County,WA,,TOTAL PERSONS
0000,53,077,000,2,,79950,44480,23325,18570,6950,2010,2895,536,2892,*,,Yakima County,WA,,SPANISH/HISPANIC/LATINO
0010,00,000,000,3,,2755,1775,1775,1230,310,10,20,1746,323,,,Acoma Pueblo and Off-Reservation Trust Land,,,AIAN
0010,00,000,000,4,027,2675,1715,1715,1205,300,10,20,1690,333,*,,Acoma Pueblo and Off-Reservation Trust Land,,,PUEBLO
0010,35,003,000,3,,0,0,0,0,0,0,0,000,000,,,Catron County,NM,Acoma Pueblo and Off-Reservation Trust Land,AIAN
0010,35,003,000,4,027,0,0,0,0,0,0,0,000,000,P,,Catron County,NM,Acoma Pueblo and Off-Reservation Trust Land,PUEBLO
0010,35,006,000,3,,2755,1775,1775,1230,310,10,20,1746,323,,,Cibola County,NM,Acoma Pueblo and Off-Reservation Trust Land,AIAN
0010,35,006,000,4,027,2675,1715,1715,1205,300,10,20,1690,333,P,,Cibola County,NM,Acoma Pueblo and Off-Reservation Trust Land,PUEBLO
0010,35,053,000,3,,0,0,0,0,0,0,0,000,000,,,Socorro County,NM,Acoma Pueblo and Off-Reservation Trust Land,AIAN
0010,35,053,000,4,027,0,0,0,0,0,0,0,000,000,P,,Socorro County,NM,Acoma Pueblo and Off-Reservation Trust Land,PUEBLO
0360,00,000,000,3,,,,,,,,,,,,,Brighton Reservation,,,AIAN
0360,00,000,000,4,029,,,,,,,,,,*,,Brighton Reservation,,,SEMINOLE
0360,12,043,000,3,,,,,,,,,,,,,Glades County,FL,Brighton Reservation,AIAN
0360,12,043,000,4,029,,,,,,,,,,P,,Glades County,FL,Brighton Reservation,SEMINOLE
0605,00,000,000,3,,6295,3440,3440,1020,245,4,15,712,163,,,Cheyenne River Reservation and Off-Reservation Trust Land,,,AIAN
0605,00,000,000,4,031,5760,3160,3160,935,235,4,15,683,170,*,,Cheyenne River Reservation and Off-Reservation Trust Land,,,SIOUX
0605,46,041,000,3,,4455,2480,2480,630,135,0,0,544,000,,,Dewey County,SD,Cheyenne River Reservation and Off-Reservation Trust Land,AIAN
0605,46,041,000,4,031,4060,2275,2275,575,125,0,0,504,000,P,,Dewey County,SD,Cheyenne River Reservation and Off-Reservation Trust Land,SIOUX
0605,46,055,000,3,,0,0,0,0,0,0,0,000,000,,,Haakon County,SD,Cheyenne River Reservation and Off-Reservation Trust Land,AIAN
0605,46,055,000,4,031,0,0,0,0,0,0,0,000,000,P,,Haakon County,SD,Cheyenne River Reservation and Off-Reservation Trust Land,SIOUX
0605,46,093,000,3,,0,0,0,0,0,0,0,000,000,,,Meade County,SD,Cheyenne River Reservation and Off-Reservation Trust Land,AIAN
0605,46,093,000,4,031,0,0,0,0,0,0,0,000,000,P,,Meade County,SD,Cheyenne River Reservation and Off-Reservation Trust Land,SIOUX
0605,46,117,000,3,,0,0,0,0,0,0,0,000,000,,,Stanley County,SD,Cheyenne River Reservation and Off-Reservation Trust Land,AIAN
0605,46,117,000,4,031,0,0,0,0,0,0,0,000,000,P,,Stanley County,SD,Cheyenne River Reservation and Off-Reservation Trust Land,SIOUX
0605,46,137,000,3,,1840,960,960,385,110,4,15,1146,364,,,Ziebach County,SD,Cheyenne River Reservation and Off-Reservation Trust Land,AIAN
0605,46,137,000,4,031,1700,890,890,355,105,4,15,1094,381,P,,Ziebach County,SD,Cheyenne River Reservation and Off-Reservation Trust Land,SIOUX
0695,00,000,000,3,,560,385,385,225,90,30,35,2338,3333,,,Cocopah Reservation,,,AIAN
0695,00,000,000,4,036,490,320,320,185,80,30,35,2078,3750,*,,Cocopah Reservation,,,YUMAN
0695,04,027,000,3,,560,385,385,225,90,30,35,2338,3333,,,Yuma County,AZ,Cocopah Reservation,AIAN
0695,04,027,000,4,036,490,320,320,185,80,30,35,2078,3750,P,,Yuma County,AZ,Cocopah Reservation,YUMAN
0795,00,000,000,3,,,,,,,,,,,,,Coushatta Reservation,,,AIAN
0795,00,000,000,4,037,,,,,,,,,,*,,Coushatta Reservation,,,OTHER AMERICAN INDIAN TRIBES
0795,22,003,000,3,,,,,,,,,,,,,Allen Parish,LA,Coushatta Reservation,AIAN
0795,22,003,000,4,037,,,,,,,,,,P,,Allen Parish,LA,Coushatta Reservation,OTHER AMERICAN INDIAN TRIBES
0965,00,000,000,3,,980,645,645,310,130,10,10,2016,769,,,Duck Valley Reservation,,,AIAN
0965,00,000,000,4,037,820,525,525,245,110,10,10,1705,909,*,,Duck Valley Reservation,,,OTHER AMERICAN INDIAN TRIBES
0965,16,073,000,3,,205,130,130,50,15,0,0,1154,000,,,Owyhee County,ID,Duck Valley Reservation,AIAN
0965,16,073,000,4,037,,,,,,,,,,P,,Owyhee County,ID,Duck Valley Reservation,OTHER AMERICAN INDIAN TRIBES
0965,32,007,000,3,,770,515,515,255,115,10,10,2233,870,,,Elko County,NV,Duck Valley Reservation,AIAN
0965,32,007,000,4,037,650,415,415,200,95,10,10,1845,1053,P,,Elko County,NV,Duck Valley Reservation,OTHER AMERICAN INDIAN TRIBES
0975,00,000,000,3,,,,,,,,,,,,,Duckwater Reservation,,,AIAN
0975,00,000,000,4,030,,,,,,,,,,*,,Duckwater Reservation,,,SHOSHONE
0975,32,023,000,3,,,,,,,,,,,,,Nye County,NV,Duckwater Reservation,AIAN
0975,32,023,000,4,030,,,,,,,,,,P,,Nye County,NV,Duckwater Reservation,SHOSHONE
1005,00,000,000,3,,675,415,415,140,55,4,4,1325,727,,,Elko Colony,,,AIAN
1005,00,000,000,4,030,415,275,275,95,40,4,4,964,1000,*,,Elko Colony,,,SHOSHONE
1005,32,007,000,3,,675,415,415,140,55,4,4,1325,727,,,Elko County,NV,Elko Colony,AIAN
1005,32,007,000,4,030,415,275,275,95,40,4,4,964,1000,P,,Elko County,NV,Elko Colony,SHOSHONE
1040,00,000,000,3,,,,,,,,,,,,,Ely Reservation,,,AIAN
1040,00,000,000,4,030,,,,,,,,,,*,,Ely Reservation,,,SHOSHONE
1040,32,033,000,3,,,,,,,,,,,,,White Pine County,NV,Ely Reservation,AIAN
1040,32,033,000,4,030,,,,,,,,,,P,,White Pine County,NV,Ely Reservation,SHOSHONE
1140,00,000,000,3,,11785,6470,6465,5025,1950,50,80,3016,256,,,Fort Apache Reservation,,,AIAN
1140,00,000,000,4,002,11230,6100,6095,4775,1905,50,70,2947,262,*,,Fort Apache Reservation,,,APACHE
1140,04,001,000,3,,310,155,150,105,25,0,4,1667,000,,,Apache County,AZ,Fort Apache Reservation,AIAN
1140,04,001,000,4,002,260,115,115,75,15,0,0,1000,000,P,,Apache County,AZ,Fort Apache Reservation,APACHE
1140,04,007,000,3,,1440,830,830,710,290,4,15,3494,138,,,Gila County,AZ,Fort Apache Reservation,AIAN
1140,04,007,000,4,002,1340,750,750,670,270,4,4,3253,148,P,,Gila County,AZ,Fort Apache Reservation,APACHE
1140,04,017,000,3,,10030,5485,5485,4205,1640,45,65,2990,274,,,Navajo County,AZ,Fort Apache Reservation,AIAN
1140,04,017,000,4,002,9635,5235,5235,4030,1620,45,65,2954,278,P,,Navajo County,AZ,Fort Apache Reservation,APACHE
1185,00,000,000,3,,3695,2235,2235,760,145,4,20,649,276,,,Fort Hall Reservation and Off-Reservation Trust Land,,,AIAN
1185,00,000,000,4,037,3495,2100,2100,700,140,4,20,626,286,*,,Fort Hall Reservation and Off-Reservation Trust Land,,,OTHER AMERICAN INDIAN TRIBES
1185,16,005,000,3,,1145,715,715,255,55,4,15,769,727,,,Bannock County,ID,Fort Hall Reservation and Off-Reservation Trust Land,AIAN
1185,16,005,000,4,037,1125,700,700,245,55,4,15,769,727,P,,Bannock County,ID,Fort Hall Reservation and Off-Reservation Trust Land,OTHER AMERICAN INDIAN TRIBES
1185,16,011,000,3,,2310,1380,1380,440,80,4,4,580,500,,,Bingham County,ID,Fort Hall Reservation and Off-Reservation Trust Land,AIAN
1185,16,011,000,4,037,2135,1265,1265,395,80,4,4,580,500,P,,Bingham County,ID,Fort Hall Reservation and Off-Reservation Trust Land,OTHER AMERICAN INDIAN TRIBES
1185,16,029,000,3,,0,0,0,0,0,0,0,000,000,,,Caribou County,ID,Fort Hall Reservation and Off-Reservation Trust Land,AIAN
1185,16,029,000,4,037,0,0,0,0,0,0,0,000,000,P,,Caribou County,ID,Fort Hall Reservation and Off-Reservation Trust Land,OTHER AMERICAN INDIAN TRIBES
1185,16,077,000,3,,,,,,,,,,,,,Power County,ID,Fort Hall Reservation and Off-Reservation Trust Land,AIAN
1185,16,077,000,4,037,,,,,,,,,,P,,Power County,ID,Fort Hall Reservation and Off-Reservation Trust Land,OTHER AMERICAN INDIAN TRIBES
1210,00,000,000,3,,315,190,190,140,70,4,4,3684,571,,,Fort McDermitt Reservation,,,AIAN
1210,00,000,000,4,037,275,150,150,115,60,4,4,3158,667,*,,Fort McDermitt Reservation,,,OTHER AMERICAN INDIAN TRIBES
1210,32,013,000,3,,315,190,190,140,70,4,4,3684,571,,,Humboldt County,NV,Fort McDermitt Reservation,AIAN
1210,32,013,000,4,037,275,150,150,115,60,4,4,3158,667,P,,Humboldt County,NV,Fort McDermitt Reservation,OTHER AMERICAN INDIAN TRIBES
1210,41,045,000,3,,0,0,0,0,0,0,0,000,000,,,Malheur County,OR,Fort McDermitt Reservation,AIAN
1210,41,045,000,4,037,0,0,0,0,0,0,0,000,000,P,,Malheur County,OR,Fort McDermitt Reservation,OTHER AMERICAN INDIAN TRIBES
1280,00,000,000,3,,1445,805,805,265,60,4,10,745,667,,,Fort Yuma Reservation,,,AIAN
1280,00,000,000,4,036,1220,665,665,215,50,4,4,621,800,*,,Fort Yuma Reservation,,,YUMAN
1280,04,027,000,3,,,,,,,,,,,,,Yuma County,AZ,Fort Yuma Reservation,AIAN
1280,04,027,000,4,036,,,,,,,,,,P,,Yuma County,AZ,Fort Yuma Reservation,YUMAN
1280,06,025,000,3,,1435,800,795,265,60,4,10,755,667,,,Imperial County,CA,Fort Yuma Reservation,AIAN
1280,06,025,000,4,036,1205,660,660,215,50,4,4,629,800,P,,Imperial County,CA,Fort Yuma Reservation,YUMAN
1475,00,000,000,3,,560,310,310,160,40,20,25,1290,5000,,,Hollywood Reservation,,,AIAN
1475,00,000,000,4,029,475,255,255,145,35,20,20,1129,5714,*,,Hollywood Reservation,,,SEMINOLE
1475,12,011,000,3,,560,310,310,160,40,20,25,1290,5000,,,Broward County,FL,Hollywood Reservation,AIAN
1475,12,011,000,4,029,475,255,255,145,35,20,20,1129,5714,P,,Broward County,FL,Hollywood Reservation,SEMINOLE
1505,00,000,000,3,,6520,4075,4065,3115,1045,55,115,2571,526,,,Hopi Reservation and Off-Reservation Trust Land,,,AIAN
1505,00,000,000,4,027,5615,3510,3510,2750,910,30,60,2239,330,*,,Hopi Reservation and Off-Reservation Trust Land,,,PUEBLO
1505,04,005,000,3,,1005,610,610,475,100,0,4,1639,000,,,Coconino County,AZ,Hopi Reservation and Off-Reservation Trust Land,AIAN
1505,04,005,000,4,027,885,555,555,435,90,0,4,1475,000,P,,Coconino County,AZ,Hopi Reservation and Off-Reservation Trust Land,PUEBLO
1505,04,017,000,3,,5515,3465,3460,2640,950,55,110,2746,579,,,Navajo County,AZ,Hopi Reservation and Off-Reservation Trust Land,AIAN
1505,04,017,000,4,027,4735,2955,2955,2315,815,30,55,2355,368,P,,Navajo County,AZ,Hopi Reservation and Off-Reservation Trust Land,PUEBLO
1555,00,000,000,3,,,,,,,,,,,,,Immokalee Reservation,,,AIAN
1555,00,000,000,4,029,,,,,,,,,,*,,Immokalee Reservation,,,SEMINOLE
1555,12,021,000,3,,,,,,,,,,,,,Collier County,FL,Immokalee Reservation,AIAN
1555,12,021,000,4,029,,,,,,,,,,P,,Collier County,FL,Immokalee Reservation,SEMINOLE
1685,00,000,000,3,,1935,1255,1250,1165,550,10,10,4400,182,,,Jemez Pueblo,,,AIAN
1685,00,000,000,4,027,1865,1200,1195,1135,525,10,10,4200,190,*,,Jemez Pueblo,,,PUEBLO
1685,35,043,000,3,,1935,1255,1250,1165,550,10,10,4400,182,,,Sandoval County,NM,Jemez Pueblo,AIAN
1685,35,043,000,4,027,1865,1200,1195,1135,525,10,10,4200,190,P,,Sandoval County,NM,Jemez Pueblo,PUEBLO
1775,00,000,000,3,,430,245,245,240,150,130,175,6122,8667,,,Kickapoo (TX) Reservation,,,AIAN
1775,00,000,000,4,037,420,240,240,235,145,125,170,5918,8621,*,,Kickapoo (TX) Reservation,,,OTHER AMERICAN INDIAN TRIBES
1775,48,323,000,3,,430,245,245,240,150,130,175,6122,8667,,,Maverick County,TX,Kickapoo (TX) Reservation,AIAN
1775,48,323,000,4,037,420,240,240,235,145,125,170,5918,8621,P,,Maverick County,TX,Kickapoo (TX) Reservation,OTHER AMERICAN INDIAN TRIBES
1840,00,000,000,3,,3735,2470,2470,1370,455,10,35,1842,220,,,Laguna Pueblo and Off-Reservation Trust Land,,,AIAN
1840,00,000,000,4,027,3480,2295,2295,1290,430,10,35,1741,233,*,,Laguna Pueblo and Off-Reservation Trust Land,,,PUEBLO
1840,35,001,000,3,,0,0,0,0,0,0,0,000,000,,,Bernalillo County,NM,Laguna Pueblo and Off-Reservation Trust Land,AIAN
1840,35,001,000,4,027,0,0,0,0,0,0,0,000,000,P,,Bernalillo County,NM,Laguna Pueblo and Off-Reservation Trust Land,PUEBLO
1840,35,006,000,3,,3725,2460,2460,1360,445,10,35,1809,225,,,Cibola County,NM,Laguna Pueblo and Off-Reservation Trust Land,AIAN
1840,35,006,000,4,027,3480,2295,2295,1290,430,10,35,1748,233,P,,Cibola County,NM,Laguna Pueblo and Off-Reservation Trust Land,PUEBLO
1840,35,043,000,3,,0,0,0,0,0,0,0,000,000,,,Sandoval County,NM,Laguna Pueblo and Off-Reservation Trust Land,AIAN
1840,35,043,000,4,027,0,0,0,0,0,0,0,000,000,P,,Sandoval County,NM,Laguna Pueblo and Off-Reservation Trust Land,PUEBLO
1840,35,061,000,3,,,,,,,,,,,,,Valencia County,NM,Laguna Pueblo and Off-Reservation Trust Land,AIAN
1840,35,061,000,4,027,0,0,0,0,0,0,0,000,000,P,,Valencia County,NM,Laguna Pueblo and Off-Reservation Trust Land,PUEBLO
1860,00,000,000,3,,3560,1985,1985,435,130,4,10,655,308,,,Lake Traverse Reservation,,,AIAN
1860,00,000,000,4,031,3260,1825,1825,415,125,4,10,630,320,*,,Lake Traverse Reservation,,,SIOUX
1860,38,077,000,3,,0,0,0,0,0,0,0,000,000,,,Richland County,ND,Lake Traverse Reservation,AIAN
1860,38,077,000,4,031,0,0,0,0,0,0,0,000,000,P,,Richland County,ND,Lake Traverse Reservation,SIOUX
1860,38,081,000,3,,,,,,,,,,,,,Sargent County,ND,Lake Traverse Reservation,AIAN
1860,38,081,000,4,031,,,,,,,,,,P,,Sargent County,ND,Lake Traverse Reservation,SIOUX
1860,46,029,000,3,,0,0,0,0,0,0,0,000,000,,,Codington County,SD,Lake Traverse Reservation,AIAN
1860,46,029,000,4,031,0,0,0,0,0,0,0,000,000,P,,Codington County,SD,Lake Traverse Reservation,SIOUX
1860,46,037,000,3,,245,145,145,45,30,0,0,2069,000,,,Day County,SD,Lake Traverse Reservation,AIAN
1860,46,037,000,4,031,235,135,135,45,30,0,0,2069,000,P,,Day County,SD,Lake Traverse Reservation,SIOUX
1860,46,051,000,3,,,,,,,,,,,,,Grant County,SD,Lake Traverse Reservation,AIAN
1860,46,051,000,4,031,0,0,0,0,0,0,0,000,000,P,,Grant County,SD,Lake Traverse Reservation,SIOUX
1860,46,091,000,3,,280,165,165,60,20,0,0,1212,000,,,Marshall County,SD,Lake Traverse Reservation,AIAN
1860,46,091,000,4,031,255,140,140,55,15,0,0,909,000,P,,Marshall County,SD,Lake Traverse Reservation,SIOUX
1860,46,109,000,3,,3025,1670,1670,335,80,4,10,479,500,,,Roberts County,SD,Lake Traverse Reservation,AIAN
1860,46,109,000,4,031,2765,1545,1545,320,80,4,10,479,500,P,,Roberts County,SD,Lake Traverse Reservation,SIOUX
2130,00,000,000,3,,665,380,380,245,65,4,4,1711,615,,,Maricopa (Ak Chin) Reservation,,,AIAN
2130,00,000,000,4,032,535,295,295,210,45,4,4,1184,889,*,,Maricopa (Ak Chin) Reservation,,,TOHONO O'ODHAM
2130,04,021,000,3,,665,380,380,245,65,4,4,1711,615,,,Pinal County,AZ,Maricopa (Ak Chin) Reservation,AIAN
2130,04,021,000,4,032,535,295,295,210,45,4,4,1184,889,P,,Pinal County,AZ,Maricopa (Ak Chin) Reservation,TOHONO O'ODHAM
2300,00,000,000,3,,4300,2460,2460,2165,1005,150,215,4085,1493,,,Mississippi Choctaw Reservation and Off-Reservation Trust Land,,,AIAN
2300,00,000,000,4,008,3910,2245,2245,2080,955,150,200,3882,1571,*,,Mississippi Choctaw Reservation and Off-Reservation Trust Land,,,CHOCTAW
2300,28,007,000,3,,0,0,0,0,0,0,0,000,000,,,Attala County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,AIAN
2300,28,007,000,4,008,0,0,0,0,0,0,0,000,000,P,,Attala County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,CHOCTAW
2300,28,059,000,3,,0,0,0,0,0,0,0,000,000,,,Jackson County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,AIAN
2300,28,059,000,4,008,0,0,0,0,0,0,0,000,000,P,,Jackson County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,CHOCTAW
2300,28,067,000,3,,,,,,,,,,,,,Jones County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,AIAN
2300,28,067,000,4,008,,,,,,,,,,P,,Jones County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,CHOCTAW
2300,28,069,000,3,,,,,,,,,,,,,Kemper County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,AIAN
2300,28,069,000,4,008,,,,,,,,,,P,,Kemper County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,CHOCTAW
2300,28,079,000,3,,,,,,,,,,,,,Leake County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,AIAN
2300,28,079,000,4,008,,,,,,,,,,P,,Leake County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,CHOCTAW
2300,28,099,000,3,,2755,1615,1615,1425,630,100,135,3901,1587,,,Neshoba County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,AIAN
2300,28,099,000,4,008,2625,1520,1520,1390,620,100,120,3839,1613,P,,Neshoba County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,CHOCTAW
2300,28,101,000,3,,,,,,,,,,,,,Newton County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,AIAN
2300,28,101,000,4,008,,,,,,,,,,P,,Newton County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,CHOCTAW
2300,28,123,000,3,,0,0,0,0,0,0,0,000,000,,,Scott County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,AIAN
2300,28,123,000,4,008,0,0,0,0,0,0,0,000,000,P,,Scott County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,CHOCTAW
2300,28,159,000,3,,,,,,,,,,,,,Winston County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,AIAN
2300,28,159,000,4,008,,,,,,,,,,P,,Winston County,MS,Mississippi Choctaw Reservation and Off-Reservation Trust Land,CHOCTAW
2430,00,000,000,3,,176255,103030,103005,89170,38230,10725,13855,3711,2805,,,Navajo Nation Reservation and Off-Reservation Trust Land,,,AIAN
2430,00,000,000,4,021,172630,100565,100565,87760,37840,10600,13650,3674,2801,*,,Navajo Nation Reservation and Off-Reservation Trust Land,,,NAVAJO
2430,04,001,000,3,,52765,30960,30950,26370,11275,2870,3950,3643,2545,,,Apache County,AZ,Navajo Nation Reservation and Off-Reservation Trust Land,AIAN
2430,04,001,000,4,021,52020,30400,30400,26105,11175,2835,3920,3611,2537,P,,Apache County,AZ,Navajo Nation Reservation and Off-Reservation Trust Land,NAVAJO
2430,04,005,000,3,,22590,12865,12865,11120,4620,1410,1680,3591,3052,,,Coconino County,AZ,Navajo Nation Reservation and Off-Reservation Trust Land,AIAN
2430,04,005,000,4,021,21890,12365,12365,10830,4555,1355,1625,3541,2975,P,,Coconino County,AZ,Navajo Nation Reservation and Off-Reservation Trust Land,NAVAJO
2430,04,017,000,3,,26250,15095,15095,13650,6590,2115,2740,4366,3209,,,Navajo County,AZ,Navajo Nation Reservation and Off-Reservation Trust Land,AIAN
2430,04,017,000,4,021,25790,14805,14805,13450,6515,2115,2715,4316,3246,P,,Navajo County,AZ,Navajo Nation Reservation and Off-Reservation Trust Land,NAVAJO
2430,35,001,000,3,,1480,845,840,705,270,70,90,3214,2593,,,Bernalillo County,NM,Navajo Nation Reservation and Off-Reservation Trust Land,AIAN
2430,35,001,000,4,021,1460,825,825,695,265,70,90,3155,2642,P,,Bernalillo County,NM,Navajo Nation Reservation and Off-Reservation Trust Land,NAVAJO
2430,35,006,000,3,,2100,1210,1210,1075,465,135,170,3843,2903,,,Cibola County,NM,Navajo Nation Reservation and Off-Reservation Trust Land,AIAN
2430,35,006,000,4,021,2065,1175,1175,1060,465,135,170,3843,2903,P,,Cibola County,NM,Navajo Nation Reservation and Off-Reservation Trust Land,NAVAJO
2430,35,031,000,3,,33305,19330,19330,16805,6710,1840,2330,3471,2742,,,McKinley County,NM,Navajo Nation Reservation and Off-Reservation Trust Land,AIAN
2430,35,031,000,4,021,32480,18820,18820,16480,6640,1820,2285,3435,2741,P,,McKinley County,NM,Navajo Nation Reservation and Off-Reservation Trust Land,NAVAJO
2430,35,039,000,3,,,,,,,,,,,,,Rio Arriba County,NM,Navajo Nation Reservation and Off-Reservation Trust Land,AIAN
2430,35,039,000,4,021,,,,,,,,,,P,,Rio Arriba County,NM,Navajo Nation Reservation and Off-Reservation Trust Land,NAVAJO
2430,35,043,000,3,,2725,1570,1570,1505,800,285,335,5096,3563,,,Sandoval County,NM,Navajo Nation Reservation and Off-Reservation Trust Land,AIAN
2430,35,043,000,4,021,2675,1540,1540,1490,795,280,310,5064,3522,P,,Sandoval County,NM,Navajo Nation Reservation and Off-Reservation Trust Land,NAVAJO
2430,35,045,000,3,,26980,16575,16575,13795,5385,1505,1905,3249,2795,,,San Juan County,NM,Navajo Nation Reservation and Off-Reservation Trust Land,AIAN
2430,35,045,000,4,021,26350,16170,16170,13575,5325,1490,1880,3213,2798,P,,San Juan County,NM,Navajo Nation Reservation and Off-Reservation Trust Land,NAVAJO
2430,35,053,000,3,,1580,915,915,855,575,75,80,6284,1304,,,Socorro County,NM,Navajo Nation Reservation and Off-Reservation Trust Land,AIAN
2430,35,053,000,4,021,1565,910,910,855,575,75,80,6284,1304,P,,Socorro County,NM,Navajo Nation Reservation and Off-Reservation Trust Land,NAVAJO
2430,49,037,000,3,,6360,3585,3575,3245,1515,405,545,4238,2673,,,San Juan County,UT,Navajo Nation Reservation and Off-Reservation Trust Land,AIAN
2430,49,037,000,4,021,6225,3485,3485,3175,1510,405,545,4224,2682,P,,San Juan County,UT,Navajo Nation Reservation and Off-Reservation Trust Land,NAVAJO
2490,00,000,000,3,,4080,2230,2230,890,275,4,4,1233,145,,,Northern Cheyenne Reservation and Off-Reservation Trust Land,,,AIAN
2490,00,000,000,4,005,3255,1775,1775,745,225,4,4,1009,178,*,,Northern Cheyenne Reservation and Off-Reservation Trust Land,,,CHEYENNE
2490,30,003,000,3,,1395,770,770,265,65,0,0,844,000,,,Big Horn County,MT,Northern Cheyenne Reservation and Off-Reservation Trust Land,AIAN
2490,30,003,000,4,005,1160,625,625,215,55,0,0,714,000,P,,Big Horn County,MT,Northern Cheyenne Reservation and Off-Reservation Trust Land,CHEYENNE
2490,30,087,000,3,,2680,1465,1465,625,210,4,4,1433,190,,,Rosebud County,MT,Northern Cheyenne Reservation and Off-Reservation Trust Land,AIAN
2490,30,087,000,4,005,2100,1150,1150,530,170,4,4,1160,235,P,,Rosebud County,MT,Northern Cheyenne Reservation and Off-Reservation Trust Land,CHEYENNE
2490,46,093,000,3,,0,0,0,0,0,0,0,000,000,,,Meade County,SD,Northern Cheyenne Reservation and Off-Reservation Trust Land,AIAN
2490,46,093,000,4,005,0,0,0,0,0,0,0,000,000,P,,Meade County,SD,Northern Cheyenne Reservation and Off-Reservation Trust Land,CHEYENNE
2680,00,000,000,3,,3025,1550,1535,1300,285,30,60,1857,1053,,,Pascua Yaqui Reservation,,,AIAN
2680,00,000,000,4,035,2905,1470,1455,1265,280,30,60,1824,1071,*,,Pascua Yaqui Reservation,,,YAQUI
2680,04,019,000,3,,3025,1550,1535,1300,285,30,60,1857,1053,,,Pima County,AZ,Pascua Yaqui Reservation,AIAN
2680,04,019,000,4,035,2905,1470,1455,1265,280,30,60,1824,1071,P,,Pima County,AZ,Pascua Yaqui Reservation,YAQUI
2810,00,000,000,3,,14335,7640,7640,2830,520,15,150,681,288,,,Pine Ridge Reservation and Off-Reservation Trust Land,,,AIAN
2810,00,000,000,4,031,13660,7250,7250,2675,495,15,145,648,303,*,,Pine Ridge Reservation and Off-Reservation Trust Land,,,SIOUX
2810,31,161,000,3,,,,,,,,,,,,,Sheridan County,NE,Pine Ridge Reservation and Off-Reservation Trust Land,AIAN
2810,31,161,000,4,031,,,,,,,,,,P,,Sheridan County,NE,Pine Ridge Reservation and Off-Reservation Trust Land,SIOUX
2810,46,007,000,3,,1370,710,710,255,70,0,55,986,000,,,Bennett County,SD,Pine Ridge Reservation and Off-Reservation Trust Land,AIAN
2810,46,007,000,4,031,1350,705,705,250,70,0,50,986,000,P,,Bennett County,SD,Pine Ridge Reservation and Off-Reservation Trust Land,SIOUX
2810,46,071,000,3,,1245,655,655,265,25,0,15,382,000,,,Jackson County,SD,Pine Ridge Reservation and Off-Reservation Trust Land,AIAN
2810,46,071,000,4,031,1205,640,640,265,25,0,15,382,000,P,,Jackson County,SD,Pine Ridge Reservation and Off-Reservation Trust Land,SIOUX
2810,46,113,000,3,,11705,6270,6270,2310,430,15,85,686,349,,,Shannon County,SD,Pine Ridge Reservation and Off-Reservation Trust Land,AIAN
2810,46,113,000,4,031,11090,5900,5900,2155,400,15,85,638,375,W,,Shannon County,SD,Pine Ridge Reservation and Off-Reservation Trust Land,SIOUX
3235,00,000,000,3,,8955,4720,4720,1610,315,10,10,667,317,,,Rosebud Reservation and Off-Reservation Trust Land,,,AIAN
3235,00,000,000,4,031,8535,4485,4485,1580,310,10,10,657,323,*,,Rosebud Reservation and Off-Reservation Trust Land,,,SIOUX
3235,46,053,000,3,,,,,,,,,,,,,Gregory County,SD,Rosebud Reservation and Off-Reservation Trust Land,AIAN
